0	:invoke	:read	nil
0	:ok	:read	[]
0	:invoke	:read	nil
0	:ok	:read	[]
0	:invoke	:read	nil
0	:ok	:read	[]
0	:invoke	:broadcast	0
0	:ok	:broadcast	0
0	:invoke	:broadcast	1
0	:ok	:broadcast	1
0	:invoke	:read	nil
0	:ok	:read	[1 0]
0	:invoke	:read	nil
0	:ok	:read	[0 1]
0	:invoke	:broadcast	2
0	:ok	:broadcast	2
0	:invoke	:read	nil
0	:ok	:read	[0 1 2]
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
0	:invoke	:broadcast	4
0	:ok	:broadcast	4
0	:invoke	:broadcast	5
0	:ok	:broadcast	5
0	:invoke	:read	nil
0	:ok	:read	[1 2 3 4 5 0]
0	:invoke	:broadcast	6
0	:ok	:broadcast	6
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6]
0	:invoke	:read	nil
0	:ok	:read	[2 3 4 5 6 0 1]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6]
0	:invoke	:read	nil
0	:ok	:read	[4 5 6 0 1 2 3]
0	:invoke	:broadcast	7
0	:ok	:broadcast	7
0	:invoke	:broadcast	8
0	:ok	:broadcast	8
0	:invoke	:broadcast	9
0	:ok	:broadcast	9
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
0	:invoke	:read	nil
0	:ok	:read	[5 6 7 8 9 0 4 3 10 1 2]
0	:invoke	:read	nil
0	:ok	:read	[3 10 1 2 5 6 7 8 9 0 4]
0	:invoke	:read	nil
0	:ok	:read	[9 0 4 5 6 7 8 1 2 3 10]
0	:invoke	:broadcast	11
0	:ok	:broadcast	11
0	:invoke	:broadcast	12
0	:ok	:broadcast	12
0	:invoke	:read	nil
0	:ok	:read	[2 3 10 11 1 4 5 6 7 8 9 12 0]
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
0	:invoke	:read	nil
0	:ok	:read	[0 4 5 7 9 12 2 3 11 13 6 8 1 10]
0	:invoke	:broadcast	14
0	:ok	:broadcast	14
0	:invoke	:broadcast	15
0	:ok	:broadcast	15
0	:invoke	:broadcast	16
0	:ok	:broadcast	16
0	:invoke	:broadcast	17
0	:ok	:broadcast	17
0	:invoke	:read	nil
0	:ok	:read	[3 11 13 2 8 17 6 10 14 1 4 5 7 9 12 15 16 0]
0	:invoke	:read	nil
0	:ok	:read	[1 10 14 16 0 4 5 7 9 12 15 2 3 11 13 6 8 17]
0	:invoke	:read	nil
0	:ok	:read	[6 8 17 1 10 14 7 9 12 15 16 0 4 5 13 2 3 11]
0	:invoke	:read	nil
0	:ok	:read	[14 1 10 5 7 9 12 15 16 0 4 11 13 2 3 17 6 8]
0	:invoke	:read	nil
0	:ok	:read	[2 3 11 13 6 8 17 1 10 14 12 15 16 0 4 5 7 9]
0	:invoke	:broadcast	18
0	:ok	:broadcast	18
0	:invoke	:read	nil
0	:ok	:read	[16 0 4 5 7 9 12 15 18 2 3 11 13 6 8 17 1 10 14]
0	:invoke	:read	nil
0	:ok	:read	[11 13 2 3 17 6 8 14 1 10 5 7 9 12 15 16 0 4 18]
0	:invoke	:read	nil
0	:ok	:read	[6 8 17 1 10 14 15 16 0 4 5 7 9 12 18 2 3 11 13]
0	:invoke	:read	nil
0	:ok	:read	[1 10 14 15 16 0 4 5 7 9 12 18 2 3 11 13 6 8 17]
0	:invoke	:read	nil
0	:ok	:read	[14 1 10 5 7 9 12 15 16 0 4 18 11 13 2 3 17 6 8]
0	:invoke	:broadcast	19
0	:ok	:broadcast	19
0	:invoke	:broadcast	20
0	:ok	:broadcast	20
0	:invoke	:read	nil
0	:ok	:read	[1 10 14 15 16 0 4 5 7 9 12 18 19 20 2 3 11 13 6 8 17]
0	:invoke	:read	nil
0	:ok	:read	[11 13 2 3 17 6 8 14 1 10 5 7 9 12 15 16 0 4 20 18 19]
0	:invoke	:broadcast	21
0	:ok	:broadcast	21
0	:invoke	:read	nil
0	:ok	:read	[1 10 14 7 9 12 15 16 0 4 5 18 19 20 13 2 3 11 21 6 8 17]
0	:invoke	:broadcast	22
0	:ok	:broadcast	22
0	:invoke	:broadcast	23
